supplier_id,supplier_name,supplier_type_id,supplier_type_name,location_id,location_name,city,supplier_latitude,supplier_longitude,product_category_scope,minimum_order_qty_units,max_order_qty_units,max_ship_qty_at_once_units,supplier_storage_capacity_units,vehicle_type,vehicle_count,vehicle_load_capacity_units,lead_time_days,location_note,_row_id,_source_file,_source_sheet,_staged_at
SUP-KOL-027-05,"Kankurgachi Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-027,Kankurgachi,Kolkata,22.58385,88.39565,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,50,1700,700,2000,Mini Truck,4,29,1,Approximate planning coordinate near area center,135,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-028-01,Ultadanga Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-028,Ultadanga,Kolkata,22.6006,88.3858,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,90,1800,850,2500,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,136,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-028-02,Ultadanga Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-028,Ultadanga,Kolkata,22.6033,88.386,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",110,2200,1150,3300,Mini Truck,4,30,1,Approximate planning coordinate near area center,137,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-028-03,Ultadanga Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-028,Ultadanga,Kolkata,22.601,88.3885,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,70,1600,900,2700,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,138,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-028-04,Ultadanga Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-028,Ultadanga,Kolkata,22.6031,88.3884,Soft Drinks & Beverages; Tea & Coffee,90,1800,1050,2100,Van,3,26,1,Approximate planning coordinate near area center,139,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-028-05,"Ultadanga Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-028,Ultadanga,Kolkata,22.602,88.387,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,60,1400,750,2100,Mini Truck,3,29,1,Approximate planning coordinate near area center,140,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-029-01,Lake Town Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-029,Lake Town,Kolkata,22.60275,88.39865,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,100,1900,900,2600,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,141,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-029-02,Lake Town Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-029,Lake Town,Kolkata,22.60545,88.39885,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",120,2300,1200,3400,Mini Truck,5,30,1,Approximate planning coordinate near area center,142,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-029-03,Lake Town Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-029,Lake Town,Kolkata,22.60315,88.40135,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,80,1700,950,2800,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,143,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-029-04,Lake Town Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-029,Lake Town,Kolkata,22.60525,88.40125,Soft Drinks & Beverages; Tea & Coffee,100,1900,1100,2200,Van,4,26,1,Approximate planning coordinate near area center,144,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-029-05,"Lake Town Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-029,Lake Town,Kolkata,22.60415,88.39985,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,70,1500,800,2200,Mini Truck,4,29,1,Approximate planning coordinate near area center,145,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-030-01,Dum Dum Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-030,Dum Dum,Kolkata,22.61845,88.41295,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,80,2000,700,2200,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,146,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-030-02,Dum Dum Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-030,Dum Dum,Kolkata,22.62115,88.41315,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",100,2400,1000,3000,Mini Truck,4,30,1,Approximate planning coordinate near area center,147,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-030-03,Dum Dum Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-030,Dum Dum,Kolkata,22.61885,88.41565,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,60,1800,750,2400,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,148,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-030-04,Dum Dum Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-030,Dum Dum,Kolkata,22.62095,88.41555,Soft Drinks & Beverages; Tea & Coffee,80,2000,900,1800,Van,3,26,1,Approximate planning coordinate near area center,149,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-030-05,"Dum Dum Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-030,Dum Dum,Kolkata,22.61985,88.41415,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,50,1600,600,1800,Mini Truck,3,29,1,Approximate planning coordinate near area center,150,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-031-01,Nagerbazar Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-031,Nagerbazar,Kolkata,22.6446,88.4258,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,90,2100,750,2300,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,151,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-031-02,Nagerbazar Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-031,Nagerbazar,Kolkata,22.6473,88.426,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",110,2500,1050,3100,Mini Truck,5,30,1,Approximate planning coordinate near area center,152,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-031-03,Nagerbazar Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-031,Nagerbazar,Kolkata,22.645,88.4285,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,70,1900,800,2500,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,153,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-031-04,Nagerbazar Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-031,Nagerbazar,Kolkata,22.6471,88.4284,Soft Drinks & Beverages; Tea & Coffee,90,2100,950,1900,Van,4,26,1,Approximate planning coordinate near area center,154,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-031-05,"Nagerbazar Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-031,Nagerbazar,Kolkata,22.646,88.427,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,60,1700,650,1900,Mini Truck,4,29,1,Approximate planning coordinate near area center,155,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-032-01,Shyambazar Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-032,Shyambazar,Kolkata,22.59675,88.37165,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,100,1800,800,2400,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,156,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-032-02,Shyambazar Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-032,Shyambazar,Kolkata,22.59945,88.37185,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",120,2200,1100,3200,Mini Truck,4,30,1,Approximate planning coordinate near area center,157,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-032-03,Shyambazar Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-032,Shyambazar,Kolkata,22.59715,88.37435,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,80,1600,850,2600,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,158,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-032-04,Shyambazar Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-032,Shyambazar,Kolkata,22.59925,88.37425,Soft Drinks & Beverages; Tea & Coffee,100,1800,1000,2000,Van,3,26,1,Approximate planning coordinate near area center,159,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-032-05,"Shyambazar Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-032,Shyambazar,Kolkata,22.59815,88.37285,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,70,1400,700,2000,Mini Truck,3,29,1,Approximate planning coordinate near area center,160,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-033-01,Salt Lake Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-033,Salt Lake,Kolkata,22.58445,88.41595,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,80,1900,850,2500,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,161,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-033-02,Salt Lake Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-033,Salt Lake,Kolkata,22.58715,88.41615,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",100,2300,1150,3300,Mini Truck,5,30,1,Approximate planning coordinate near area center,162,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-033-03,Salt Lake Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-033,Salt Lake,Kolkata,22.58485,88.41865,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,60,1700,900,2700,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,163,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-033-04,Salt Lake Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-033,Salt Lake,Kolkata,22.58695,88.41855,Soft Drinks & Beverages; Tea & Coffee,80,1900,1050,2100,Van,4,26,1,Approximate planning coordinate near area center,164,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-033-05,"Salt Lake Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-033,Salt Lake,Kolkata,22.58585,88.41715,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,50,1500,750,2100,Mini Truck,4,29,1,Approximate planning coordinate near area center,165,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-034-01,Sector V Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-034,Sector V,Kolkata,22.5712,88.4323,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,90,2000,900,2600,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,166,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-034-02,Sector V Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-034,Sector V,Kolkata,22.5739,88.4325,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",110,2400,1200,3400,Mini Truck,4,30,1,Approximate planning coordinate near area center,167,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-034-03,Sector V Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-034,Sector V,Kolkata,22.5716,88.435,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,70,1800,950,2800,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,168,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-034-04,Sector V Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-034,Sector V,Kolkata,22.5737,88.4349,Soft Drinks & Beverages; Tea & Coffee,90,2000,1100,2200,Van,3,26,1,Approximate planning coordinate near area center,169,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-034-05,"Sector V Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-034,Sector V,Kolkata,22.5726,88.4335,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,60,1600,800,2200,Mini Truck,3,29,1,Approximate planning coordinate near area center,170,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-035-01,New Town Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-035,New Town,Kolkata,22.58725,88.46765,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,100,2100,700,2200,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,171,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-035-02,New Town Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-035,New Town,Kolkata,22.58995,88.46785,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",120,2500,1000,3000,Mini Truck,5,30,1,Approximate planning coordinate near area center,172,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-035-03,New Town Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-035,New Town,Kolkata,22.58765,88.47035,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,80,1900,750,2400,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,173,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-035-04,New Town Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-035,New Town,Kolkata,22.58975,88.47025,Soft Drinks & Beverages; Tea & Coffee,100,2100,900,1800,Van,4,26,1,Approximate planning coordinate near area center,174,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-035-05,"New Town Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-035,New Town,Kolkata,22.58865,88.46885,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,70,1700,600,1800,Mini Truck,4,29,1,Approximate planning coordinate near area center,175,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-036-01,Rajarhat Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-036,Rajarhat,Kolkata,22.61945,88.47395,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,80,1800,750,2300,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,176,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-036-02,Rajarhat Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-036,Rajarhat,Kolkata,22.62215,88.47415,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",100,2200,1050,3100,Mini Truck,4,30,1,Approximate planning coordinate near area center,177,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-036-03,Rajarhat Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-036,Rajarhat,Kolkata,22.61985,88.47665,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,60,1600,800,2500,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,178,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-036-04,Rajarhat Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-036,Rajarhat,Kolkata,22.62195,88.47655,Soft Drinks & Beverages; Tea & Coffee,80,1800,950,1900,Van,3,26,1,Approximate planning coordinate near area center,179,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-036-05,"Rajarhat Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-036,Rajarhat,Kolkata,22.62085,88.47515,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,50,1400,650,1900,Mini Truck,3,29,1,Approximate planning coordinate near area center,180,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-037-01,Anandapur Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-037,Anandapur,Kolkata,22.5111,88.4038,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,90,1900,800,2400,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,181,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-037-02,Anandapur Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-037,Anandapur,Kolkata,22.5138,88.404,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",110,2300,1100,3200,Mini Truck,5,30,1,Approximate planning coordinate near area center,182,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-037-03,Anandapur Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-037,Anandapur,Kolkata,22.5115,88.4065,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,70,1700,850,2600,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,183,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-037-04,Anandapur Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-037,Anandapur,Kolkata,22.5136,88.4064,Soft Drinks & Beverages; Tea & Coffee,90,1900,1000,2000,Van,4,26,1,Approximate planning coordinate near area center,184,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-037-05,"Anandapur Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-037,Anandapur,Kolkata,22.5125,88.405,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,60,1500,700,2000,Mini Truck,4,29,1,Approximate planning coordinate near area center,185,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-038-01,Patuli Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-038,Patuli,Kolkata,22.46675,88.37865,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,100,2000,850,2500,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,186,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-038-02,Patuli Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-038,Patuli,Kolkata,22.46945,88.37885,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",120,2400,1150,3300,Mini Truck,4,30,1,Approximate planning coordinate near area center,187,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-038-03,Patuli Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-038,Patuli,Kolkata,22.46715,88.38135,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,80,1800,900,2700,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,188,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-038-04,Patuli Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-038,Patuli,Kolkata,22.46925,88.38125,Soft Drinks & Beverages; Tea & Coffee,100,2000,1050,2100,Van,3,26,1,Approximate planning coordinate near area center,189,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-038-05,"Patuli Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-038,Patuli,Kolkata,22.46815,88.37985,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,70,1600,750,2100,Mini Truck,3,29,1,Approximate planning coordinate near area center,190,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-039-01,Nayabad Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-039,Nayabad,Kolkata,22.47545,88.40795,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,80,2100,900,2600,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,191,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-039-02,Nayabad Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-039,Nayabad,Kolkata,22.47815,88.40815,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",100,2500,1200,3400,Mini Truck,5,30,1,Approximate planning coordinate near area center,192,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-039-03,Nayabad Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-039,Nayabad,Kolkata,22.47585,88.41065,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,60,1900,950,2800,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,193,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-039-04,Nayabad Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-039,Nayabad,Kolkata,22.47795,88.41055,Soft Drinks & Beverages; Tea & Coffee,80,2100,1100,2200,Van,4,26,1,Approximate planning coordinate near area center,194,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-039-05,"Nayabad Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-039,Nayabad,Kolkata,22.47685,88.40915,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,50,1700,800,2200,Mini Truck,4,29,1,Approximate planning coordinate near area center,195,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-040-01,Chak Garia Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-040,Chak Garia,Kolkata,22.4586,88.3878,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,90,1800,700,2200,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,196,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-040-02,Chak Garia Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-040,Chak Garia,Kolkata,22.4613,88.388,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",110,2200,1000,3000,Mini Truck,4,30,1,Approximate planning coordinate near area center,197,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-040-03,Chak Garia Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-040,Chak Garia,Kolkata,22.459,88.3905,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,70,1600,750,2400,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,198,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-040-04,Chak Garia Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-040,Chak Garia,Kolkata,22.4611,88.3904,Soft Drinks & Beverages; Tea & Coffee,90,1800,900,1800,Van,3,26,1,Approximate planning coordinate near area center,199,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-040-05,"Chak Garia Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-040,Chak Garia,Kolkata,22.46,88.389,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,60,1400,600,1800,Mini Truck,3,29,1,Approximate planning coordinate near area center,200,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
